[2026-01-19 23:51:39,193] 14 root - INFO - Initiating Data Ingestion
[2026-01-19 23:51:41,269] 73 root - INFO - Performed train test split on the Dataframe
[2026-01-19 23:51:41,269] 74 root - INFO - Exited split_data_as_train_test method of Data_Ingestion Class
[2026-01-19 23:51:41,270] 77 root - INFO - Exporting train and test file path
[2026-01-19 23:51:41,307] 80 root - INFO - Exported train and test file path
[2026-01-19 23:51:41,308] 16 root - INFO - Data Ingestion Completed
[2026-01-19 23:51:41,311] 20 root - INFO - Initiating Data Validation
[2026-01-19 23:51:41,354] 34 root - INFO - Required number of columns : 2
[2026-01-19 23:51:41,354] 35 root - INFO - DataFrame has columns : 31
[2026-01-19 23:51:41,354] 34 root - INFO - Required number of columns : 2
[2026-01-19 23:51:41,354] 35 root - INFO - DataFrame has columns : 31
[2026-01-19 23:51:41,460] 22 root - INFO - Data Validation Completed
